correct_spelling,wrong_spelling,symspell_correction,bert_correction,lstm_cnn_correction
requesting,resqueting,resulting,requesting,resqueting
require,requier,require,requires,requires
restaurant,reasturant,restaurant,restaurant,restaurant
restaurant,restaraunt,restaurant,restaurants,restaurant
restaurant,restuarant,restaurant,restaurant,restaurant
rhapsody,raphsody,rhapsody,raphsody,rapidly
rheumatism,rehumatism,rheumatism,rehumatism,rheumatism
rheumatism,reuhmatism,rheumatism,rheumatism,rheumatism
rheumatism,rhematisum,rheumatism,rheumatism,rheumatism
rheumatism,rhuematism,rheumatism,rheumatism,rheumatism
rhododendron,rhododrendon,rhododendron,rhododendron,rhododrendon
rhubarb,ruhbarb,rhubarb,rhubarb,ruhbarb
ride,ried,red,tried,red
right,rigth,right,right,right
rose,roes,roes,rose,rose
round,ronud,round,round,round
ruffle,ruffel,duffel,ruffle,rueful
rye,rey,re,rey,they
sacrilegious,sacreligious,sacrilegious,sacrilegious,sacreligious
sacrilegious,sacriligeous,sacrilegious,sacrilegious,sacriligeous
saddle,saddel,saddle,saddle,saddle
safe,fase,case,face,face
safeguard,safegaurd,safeguard,safeguard,safeguard
safety,saftey,safety,safety,safety
said,siad,said,said,said
sample,sampel,sample,sample,sample
sank,snak,snap,snack,snake
satisfaction,satisfactoin,satisfaction,satisfaction,satisfaction
satisfactorily,satisfactoryil,satisfactory,satisfactory,satisfactoryil
saucer,sacuer,saucer,secure,soccer
saucer,scauer,scaler,scauer,scarcer
saucer,suacer,spacer,soccer,suacer
saying,saiyng,saying,saying,saying
scarcely,scarcley,scarcely,scarcely,scarcely
scarcely,scarecly,scarcely,scarcely,scarcely
scarcely,scracely,scarcely,scarcely,scracely
scare,scear,swear,scare,clear
schedule,scheduel,schedule,schedule,schedule
schedule,schelude,schedule,scheduled,schedule
schedule,schudele,schedule,scheduled,schedule
scheduled,scheldued,scheduled,scheduled,scheduled
scheduled,scheluded,scheduled,scheduled,scheduled
scheduled,scheudled,scheduled,scheduled,scheduled
scheduled,schuedled,scheduled,scheduled,scheduled
scheme,scheem,scheme,scheme,scheme
school,shcool,school,school,school
science,sceince,science,science,science
scissors,sisscors,scissors,sisters,visitors
scrambled,scrambeld,scrambled,scrambled,scrambled
searched,saerched,searched,searched,searched
searched,searchde,searched,searched,searched
secret,secert,secret,secret,secret
secret,serect,select,secret,secret
seed,sede,see,said,side
segment,segemnt,segment,segment,segment
seize,sieze,size,size,size
seized,siezed,sized,seized,seized
self,slef,self,self,self
semi-skilled,seim-skilled,seim-skilled,semi - skilled,seem - skilled
senior,seinor,senior,senior,senior
sense,senes,sense,scenes,sense
settle,settel,settle,settle,settled
settlement,settelment,settlement,settlement,settlement
sewing,sweing,seeing,swing,swing
shape,sheap,cheap,cheap,sheep
shape,spahe,space,shape,space
shield,sheild,shield,shield,shield
shields,sheilds,shields,shields,shields
ship,sihp,ship,ship,ship
shoes,shose,those,those,those
shovel,shovle,shovel,shovel,shovle
shriek,shreik,shrek,shriek,shreik
side,sied,side,said,said
siege,seige,beige,siege,siege
simple,simpel,simple,simple,simple
single,singel,single,singer,single
skilfully,skillfuly,skillful,skillfully,skilfully
sleigh,sliegh,sleigh,slight,sleigh
slide,slied,slide,slide,slide
slightly,slighlty,slightly,slightly,slightly
socks,scoks,socks,socks,shocks
solemn,solmen,solemn,solemn,solemn
solve,slove,love,solved,love
sorority,sorroity,sorority,sorority,sorority
sound,sonud,sound,sound,sound
southern,southren,southern,southern,southren
souvenir,souviner,souvenir,souvenir,souvenir
speakers,spaekers,speakers,speakers,speakers
special,speacil,special,special,special
special,speaicl,special,special,special
special,specail,special,special,special
special,speical,special,special,special
special,spiecal,special,special,special
specifically,speficically,specifically,specifically,specifically
specimen,sepcimen,specimen,servicemen,specimen
specimen,specemin,specimen,specimen,specimen
specimen,spicemen,spacemen,spicemen,specimen
specimen,spiecmen,specimen,spokesmen,specimen
specimens,secpimens,specimens,sentiments,specimens
specimens,spicemens,siemens,specimens,specimens
spiritual,spritiual,spiritual,spiritual,spiritual
sport,sprot,sport,sport,sport
sprained,sprianed,sprained,sprained,sprained
sprinkle,sprinkel,sprinkle,sprinkle,sprinkle
stable,stabel,stable,stable,stable
standard,stnadard,standard,standard,standard
starter,strater,starter,starter,strategy
station,staiton,station,station,station
statistics,stastitics,statistics,statistics,statistics
stick-insects,stickin-sects,stickin-sects,sticking - sex,sticking - sex
stomach,stamoch,stomach,stomach,stomach
stomach,stoamch,stomach,stomach,stomach
street,steert,steer,street,street
strength,strenght,strength,straight,strength
structure,structrue,structure,structure,structure
subtract,subtrcat,subtract,subtract,subtract
succeed,succede,succeed,succeeded,succeeded
successful,succsesful,successful,successful,successful
sufficiently,sufficeintly,sufficiently,sufficiently,sufficiently
suitable,siutable,suitable,suitable,suitable
surely,surley,survey,surely,surely
suspicion,supicsion,suspicion,suspicion,suspicion
suspicion,supsicion,suspicion,suspicion,suspicion
sympathetic,sympethatic,sympathetic,sympathetic,sympathetic
table,tabel,table,table,table
tackle,tackel,tackle,tackle,tackle
take,taek,take,take,take
taught,tuaght,taught,straight,taught
technical,techicnal,technical,technical,technical
technical,techincal,technical,technical,technical
technical,tecnichal,technical,technical,technical
tedious,tediuos,tedious,tedious,tedious
telephoned,telehponed,telephoned,telephoned,telephoned
temperature,tempreature,temperature,temperature,temperature
temple,tempel,temple,temple,temple
temporarily,temporairly,temporarily,temporarily,temporarily
temporarily,temporiarly,temporary,temporarily,temporarily
temporary,temparory,temporary,temporary,temporary
the,hte,he,the,the
their,thier,their,there,their
therapists,threapists,therapists,therapists,therapists
these,thees,thees,three,these
thief,theif,their,their,their
thieves,theives,thieves,thieves,thieves
thieves,thevies,themes,thieves,thieves
thimble,thimbel,thimble,thimbel,thimbel
third,thrid,third,third,third
thirty,thrity,thirty,thirty,thirty
this,tish,wish,this,this
thorough,thourogh,though,thorough,thorough
thoroughly,thouroghly,thoroughly,thoroughly,thoroughly
those,thoes,those,those,those
tickled,tickeld,ticked,tickets,tickeld
tied,teid,tend,tied,this
time,tiem,time,team,time
to,ot,of,got,to
together,togehter,together,together,together
toilets,tiolets,toilets,toilets,toilets
tongue,tounge,lounge,tongue,tough
tournament,touranment,tournament,tournament,tournament
tournament,tournmeant,tournament,tournament,tournament
traffic,tarffic,traffic,traffic,tariff
tragedy,tradegy,trade,tragedy,tragedy
tragedy,tradgey,trade,tragedy,tragedy
train,trani,train,train,train
train,trian,trial,train,trial
training,trianing,training,training,training
travel,travle,travel,travel,travel
tried,tride,trade,tried,trade
triumph,tirumph,triumph,triumph,triumph
triumph,trimuph,triumph,triumph,triumph
triumph,truimph,triumph,triumph,triumph
trying,triyng,trying,trying,trying
turned,truned,turned,turned,turned
turned,turend,turned,turned,turned
turtle,turtel,turtle,turtle,turtle
type,tepy,they,type,type
unable,unabel,unable,unable,unable
unanimous,unaminous,unanimous,unanimous,unanimous
unanimous,unamnious,unanimous,unanimous,unanimous
unanimous,uninamous,unanimous,unanimous,unanimous
unbeliever,unbeleiver,unbeliever,unbeleiver,unbeleiver
uncritical,uncritiacl,uncritical,uncritiacl,uncritiacl
underwear,underware,underwire,underwear,underwear
unemployed,enumployed,employed,unemployed,unemployed
unemployed,unempolyed,unemployed,unemployed,unempolyed
unexpected,unexcpeted,unexpected,unexpected,unexpected
unforgettable,unforgettalbe,unforgettable,unforgettable,unforgettable
unfortunately,unfortuneatly,unfortunately,unfortunately,unfortunately
unparalleled,unparalelled,unparalleled,unparalelled,unparalleled
unresolved,unresloved,unresolved,unresolved,unresolved
unusually,unuasully,unusually,unusually,unusually
unusually,unusaully,unusually,unusually,unusually
urgently,ungertly,urgently,urgently,urgently
user,uers,users,user,user
valuable,valubale,valuable,valuable,valuable
value,vaule,value,value,value
various,vairous,various,various,vairous
vessel,vessle,vessel,vessel,vessel
view,veiw,view,view,view
viewed,veiwed,viewed,viewed,viewed
villain,villian,lillian,billion,villain
violence,viloence,violence,violence,violence
violence,voilence,violence,violence,violence
violence,volience,violence,violence,violence
violet,voilet,toilet,violet,violet
violin,vioiln,violin,violin,vision
violins,voilins,violins,violins,violins
virtues,virtuse,virtue,viruses,viruses
virtues,vitures,pictures,virtues,futures
visited,vistied,visited,visited,visited
vulgar,valgur,valour,vulgar,vulgar
wake,waek,week,week,week
watch,wacth,watch,watched,watch
wednesday,wedensday,wednesday,Wednesday,weekday
week's,weeks',weeks,weeks ',weeks '
weigh,wiegh,weigh,weigh,with
weighed,wieghed,weighed,weighed,weighed
weight,weigth,weight,weight,weight
weight,wieght,weight,weight,weight
weights,weigths,weights,weights,weights
weird,wierd,weird,weird,weird
were,weer,weer,really,were
were,wree,free,were,were
weren't,were'nt,weren't,were ' nt,werent
where,hwere,here,here,here
which,whihc,which,which,which
whistling,whislting,whistling,whistling,wilting
whistling,whitsling,whistling,whistling,whistling
who,hwo,who,how,two
who,ohw,how,who,who
who,woh,who,who,who
wire,wier,wire,wire,were
with,wiht,with,with,with
women,wemon,lemon,women,women
women,woemn,women,women,women
wonder,wonerd,word,wonder,wonder
worse,wosre,worse,worse,worse
worth,worht,worth,worth,worth
wretched,wrecthed,wretched,wretched,wretched
wrong,worng,wrong,wrong,wrong
yacht,yahct,yacht,yacht,yacht
years,yares,yards,years,years
years,yeras,years,years,years
yield,yeild,yield,yield,yield
you,uoy,boy,you,you
you,yuo,you,you,you
