correct_spelling,wrong_spelling,symspell_correction,bert_correction,lstm_cnn_correction
magnificent,magniffesunt,magniffesunt,magnificent,magniffesunt
magnificent,mignfsant,mignfsant,magnificent,mignfsant
manoeuvre,manuveur,manuveur,manoeuvre,manuveur
materially,matarl,mature,mortar,market
materially,matryly,marly,matryly,materially
materially,matural,natural,natural,natural
materially,meaterley,meaterley,materially,meaterley
materially,meatirly,meatirly,materially,meatirly
materially,meterely,merely,meter,merely
materially,metirly,merrily,merely,merely
materially,metrealy,merely,mentally,merely
materially,motuarley,motuarley,momentarily,motuarley
materially,mterley,merely,merely,materially
materially,muiterily,muiterily,materially,muiterily
miscellaneous,mecelenious,mecelenious,mecelenious,mecelenious
miscellaneous,mesalaneous,mesalaneous,miscellaneous,mesalaneous
miscellaneous,mesoleanious,mesoleanious,miscellaneous,mesoleanious
miscellaneous,messalanious,messalanious,messalanious,messalanious
miscellaneous,messelianuous,messelianuous,messelianuous,messelianuous
miscellaneous,messelonious,messelonious,messelonious,messelonious
miscellaneous,miceloneaus,miceloneaus,miceloneaus,miceloneaus
miscellaneous,micilanious,micilanious,micilanious,micilanious
miscellaneous,miesalanias,miesalanias,miesalanias,miesalanias
miscellaneous,misalaines,misalaines,misalaines,misalaines
miscellaneous,misalainious,misalainious,misalainious,misalainious
miscellaneous,misalainis,misalainis,misalainis,misalainis
miscellaneous,misalainous,misalainous,miscellaneous,misalainous
miscellaneous,misalainus,misalainus,misalainus,misalainus
miscellaneous,misalaneas,misalaneas,miscellaneous,misalaneas
miscellaneous,misalanes,misalanes,misalanes,misalanes
miscellaneous,misalanias,misalanias,misalanias,misalanias
miscellaneous,misalaniese,misalaniese,misalaniese,misalaniese
miscellaneous,misalanious,misalanious,miscellaneous,misalanious
miscellaneous,misalanis,misalanis,misalanis,misalanis
miscellaneous,misalanise,misalanise,misalanise,misalanise
miscellaneous,misalanius,misalanius,miscellaneous,misalanius
miscellaneous,misalanous,misalanous,miscellaneous,misalanous
miscellaneous,misalanus,misalanus,misalanus,misalanus
miscellaneous,misalanyas,misalanyas,miscellaneous,misalanyas
miscellaneous,misaleanous,misaleanous,miscellaneous,misaleanous
miscellaneous,misalenious,misalenious,miscellaneous,misalenious
miscellaneous,misalenous,misalenous,miscellaneous,misalenous
miscellaneous,misalenus,misalenus,miscellaneous,misalenus
miscellaneous,misalianious,misalianious,miscellaneous,misalianious
miscellaneous,misalleoneus,misalleoneus,miscellaneous,misalleoneus
miscellaneous,misalnes,misalnes,mistakes,misalnes
miscellaneous,misalonas,misalonas,misalonas,misalonas
miscellaneous,misaluneous,misaluneous,miscellaneous,misaluneous
miscellaneous,miscelanias,miscellanies,miscelanias,miscelanias
miscellaneous,misealineus,misealineus,miscellaneous,misealineus
miscellaneous,misealinous,misealinous,miscellaneous,misealinous
miscellaneous,miselanis,miselanis,miselanis,miselanis
miscellaneous,misellainis,misellainis,misellainis,misellainis
miscellaneous,misilainious,misilainious,miscellaneous,misilainious
miscellaneous,misilainous,misilainous,miscellaneous,misilainous
miscellaneous,misilanious,misilanious,miscellaneous,misilanious
miscellaneous,misolaineus,misolaineus,miscellaneous,misolaineus
miscellaneous,misolainious,misolainious,miscellaneous,misolainious
miscellaneous,misolanes,isolates,misolanes,misolanes
miscellaneous,misolanious,misolanious,miscellaneous,misolanious
miscellaneous,misolanius,misolanius,miscellaneous,misolanius
miscellaneous,misolanus,misolanus,misolanus,misolanus
miscellaneous,misolaoneous,misolaoneous,miscellaneous,misolaoneous
miscellaneous,missalainess,missalainess,missalainess,missalainess
miscellaneous,missalainious,missalainious,miscellaneous,missalainious
miscellaneous,missalainus,missalainus,miscellaneous,missalainus
miscellaneous,missalaneis,missalaneis,miscellaneous,missalaneis
miscellaneous,missalanious,missalanious,miscellaneous,missalanious
miscellaneous,missalanis,missalanis,missalanis,missalanis
miscellaneous,missalanoss,missalanoss,miscellaneous,missalanoss
miscellaneous,missalianious,missalianious,missalianious,missalianious
miscellaneous,missalleonus,missalleonus,miscellaneous,missalleonus
miscellaneous,missalneous,missalneous,miscellaneous,missalneous
miscellaneous,missilainious,missilainious,miscellaneous,missilainious
miscellaneous,missilaneus,missilaneus,miscellaneous,missilaneus
miscellaneous,missilanious,missilanious,miscellaneous,missilanious
miscellaneous,missilaniouss,missilaniouss,missilaniouss,missilaniouss
miscellaneous,missilanus,missilanus,miscellaneous,missilanus
miscellaneous,misslinious,misslinious,misslinious,misslinious
miscellaneous,missolaeons,missolaeons,missolaeons,missolaeons
miscellaneous,missolainies,missolainies,missolainies,missolainies
miscellaneous,missolainious,missolainious,miscellaneous,missolainious
miscellaneous,missolanious,missolanious,missolanious,missolanious
miscellaneous,missoleanus,missoleanus,missoleanus,missoleanus
miscellaneous,missulanious,missulanious,missulanious,missulanious
miscellaneous,missulannous,missulannous,miscellaneous,missulannous
miscellaneous,missulianias,missulianias,missulianias,missulianias
miscellaneous,misulanies,misulanies,miscellaneous,misulanies
miscellaneous,misulanis,misulanis,misulanis,misulanis
miscellaneous,musolanious,musolanious,musolanious,musolanious
miscellaneous,musolonis,musolonis,musolonis,musolonis
mountainous,maintaines,maintained,maintained,maintained
mountainous,mointinase,mointinase,mointinase,mointinase
mountainous,mointinuss,mointinuss,mointinuss,mointinuss
mountainous,mointnus,mointnus,mointnus,mountainous
mountainous,montinas,montana,continues,montinas
mountainous,mountenas,mountings,mountains,mountainous
museum,mouceme,mouceme,momentum,mouceme
museum,mowzam,mowzam,museum,mowzam
mutual,meautalle,meautalle,manually,meautalle
mutual,moutle,mottle,mutual,monthly
mysterious,mesterys,mystery,mysteries,mysteries
mysterious,misitarise,militarism,misitarise,misitarise
mysterious,msyterus,msyterus,mysterious,mysterious
mystery,mistarie,mistake,mistakes,mysteries
necessarily,nessacerly,nessacerly,necessarily,necessarily
necessarily,nessaecerely,nessaecerely,necessarily,necessarily
necessarily,nessasairly,nessasairly,necessarily,necessarily
necessarily,nessassarly,nessassarly,necessarily,necessarily
necessarily,nessesaryally,nessesaryally,necessarily,nessesaryally
neck,nakie,name,make,make
negotiations,negosheaitions,negosheaitions,negotiations,negotiations
negotiations,negoshishayns,negoshishayns,negotiations,negoshishayns
neighbour,nabor,tabor,neighbour,labor
neighbour,nabour,labour,labour,labour
neighbourhood,naborhood,naborhood,neighbourhood,neighborhood
noticeable,noteisble,noteisble,noticeable,noticeable
noticeable,notesably,notably,noticeably,notably
noticeable,noteseabol,noteseabol,noticeable,noteseabol
noticeable,notisbolle,notisbolle,noticeable,noticeable
noticeable,notisbool,notisbool,noticeable,notisbool
noticeable,nowtisbull,nowtisbull,nowtisbull,nowtisbull
noticed,notest,notes,notes,notice
occasionally,accossinally,accossinally,occasionally,occasionally
occasionally,occosonoly,occosonoly,occasionally,occasionally
occasionally,okaysionaly,okaysionaly,occasionally,occasionally
old-fashioned,old_fashend,old_fashend,old - fashioned,old-fashioned
once,wuns,runs,once,once
operator,abarater,barter,operator,abarater
opportunities,aportunates,aportunates,opportunities,aportunates
opportunities,opertanits,opertanits,opportunities,opertanits
opportunities,opertonites,opertonites,opportunities,opertonites
opportunities,oprotunitys,oprotunitys,opportunities,opportunities
opposite,opacit,opacity,opposite,opposite
opposite,opaset,past,opposite,upset
opposite,opceit,deceit,opposite,opposite
opposite,opcit,oct,opposite,of
opposite,opeset,opened,opposite,opposite
opposite,opest,pest,best,upset
opposite,opicet,spice,opposite,opposite
opposite,opicit,spirit,opposite,opposite
opposite,opist,list,outposts,opposite
opposite,opizit,spirit,opposite,opizit
opposite,opocet,pocket,opposite,opposite
opposite,opoist,oboist,opposite,opposite
opposite,opset,upset,opposite,upset
orchestra,arkester,arrester,orchestra,arrested
originally,aridgeanoly,aridgeanoly,originally,aridgeanoly
originally,arridgenally,arridgenally,originally,arridgenally
originally,oridgenly,oridgenly,originally,originally
originally,oridgenouly,oridgenouly,originally,originally
our,arew,are,are,are
papier-mache,paper_masha,paper_masha,paper _ masha,paper_masha
papier-mache,paper_mashy,paper_mashy,paper _ mashy,paper_mashy
papier-mache,papier_mashay,papier_mashay,paper _ mashay,papier_mashay
partial,parchell,parcel,partial,partial
partial,parshell,marshall,partial,parshell
particular,pertikelor,pertikelor,particular,pertikelor
peculiar,becler,becker,better,becler
peculiar,beyculer,beyculer,beyculer,beyculer
peculiar,biculyer,biculyer,biculyer,biculyer
peculiar,peocleor,peocleor,peocleor,people
peculiar,picolor,color,picolor,peculiar
peculiar,picooler,cooler,picooler,picooler
peculiar,piguler,piglet,popular,popular
peculiar,puclaur,puclaur,popular,peculiar
peculiar,puclour,parlour,colour,popular
people,pipoll,poll,people,people
perceive,precieve,receive,preview,precieve
perceive,purscieve,purscieve,persuasive,purscieve
permanently,perminantally,perminantally,permanently,perminantally
permanently,preamenantely,preamenantely,predominantly,preamenantely
phase,faez,baez,ages,fees
phase,faies,faces,phase,fares
phase,faize,maize,phase,faize
phase,fayes,faces,fares,fares
phase,fays,days,days,days
phase,fayze,faye,phase,phase
phase,fazze,faze,phase,fazze
philosophy,falocify,falsify,falocify,philosophy
philosophy,falosave,falosave,falosave,falosave
philosophy,falosphy,falosphy,philosophy,philosophy
philosophy,falossofy,falossofy,philosophy,falossofy
philosophy,felocify,velocity,felocify,felocify
philosophy,fillosefe,fillosefe,fillosefe,fillosefe
philosophy,filosify,falsify,filosify,philosophy
philosophy,filousfy,filousfy,philosophy,filousfy
philosophy,filousify,filousify,philosophy,filousify
philosophy,flosifey,flosifey,philosophy,flosifey
philosophy,flosphey,flosphey,flopped,flosphey
philosophy,folocify,folocify,philosophy,folocify
philosophy,folusiphy,folusiphy,philosophy,philosophy
philosophy,fullusafy,fullusafy,philosophy,fullusafy
philosophy,phalosafy,phalosafy,philosophy,philosophy
philosophy,pholisphe,pholisphe,philosophy,pholisphe
philosophy,phylosify,phylosify,philosophy,philosophy
philosophy,phylosofie,phylosofie,philosophy,philosophy
philosophy,velosafe,velosafe,velosafe,velosafe
physician,phicision,precision,physician,physician
physician,phicyson,phicyson,physician,physician
physician,phsyision,phsyision,physician,position
picturesque,pecturesk,pictures,pictures,pecturesk
picturesque,pecturusk,pecturusk,spectacular,pecturusk
picturesque,picteresk,pictures,picteresk,picteresk
picturesque,picturask,pictures,pictured,picturask
picturesque,pictureask,pictures,pictureask,pictureask
pilot's,pletets,plates,plants,pletets
pinnacle,pengle,penile,single,single
pinnacle,penical,medical,medical,medical
pinnacle,penkley,penalty,penalty,penkley
pinnacle,pincol,lincoln,pencil,pincol
pinnacle,pinecal,pineal,pinecal,clinical
pinnacle,pinecall,pinball,pinecall,pinecall
pinnacle,pinical,clinical,political,clinical
pinnacle,pinicall,pinball,physically,pinicall
pinnacle,pinickal,pinickal,municipal,pinickal
pneumonia,knemonu,anemone,minimum,knemonu
pneumonia,namouny,amount,masonry,famously
pneumonia,newmony,newton,ceremony,newly
pneumonia,pneumaine,pneumaine,pneumonia,pneumaine
poetry,pooatree,pooatree,poetry,pooatree
poetry,powoter,power,powder,powoter
police,palees,pales,police,police
politician,ploytision,ploytision,opposition,opposition
politician,pollitsin,pollitsin,pollution,pollution
poultry,poletree,poletree,poultry,poultry
precision,bersesen,bernese,businesses,bersesen
precision,persisson,permission,precision,percussion
precision,prissission,prissission,procession,prison
prefer,perfour,perform,perfour,perfour
prefer,perfure,perfume,prefer,prefer
prejudice,predgedious,predgedious,prodigious,predgedious
prejudice,predgedis,predgedis,prejudice,predgedis
prejudice,predgidous,predgidous,prejudice,predgidous
prejudice,pregedious,pregedious,prodigious,pregedious
prejudice,pregides,presides,presides,privileges
prejudice,pregidess,presides,president,pregidess
prejudice,pregidious,perfidious,pregidious,pregidious
prejudice,pregidis,presidio,pregidis,prejudice
prejudice,pregidus,previous,prejudice,prejudice
prejudice,prejidous,previous,previous,prejudice
pretend,pertaned,pertained,patterned,pertaned
primary,premiear,premier,primary,premier
procedure,procedeior,procedeior,procedure,procedeior
profession,preffeson,preffeson,profession,profession
prologue,browlog,browlog,browlog,browlog
prologue,parlog,carlos,parlog,parking
prologue,prealog,prealog,prealog,prealog
prologue,prlock,rock,padlock,prlock
proud,paret,part,parents,parents
questionnaire,questioneer,questioner,questionnaire,questioner
questionnaire,questionerr,questioner,questioners,questionnaire
questionnaire,questionery,questioner,question,question
questionnaire,questionior,questioning,questionnaire,question
questionnaire,questionry,questions,question,question
really,riel,riel,really,real
really,riliu,riley,really,really
recently,reasaintly,reasaintly,recently,reasaintly
recommend,recamente,recamente,recommended,recamente
regretted,regarded,regarded,regarded,regarded
relief,realeve,realize,relief,relief
relief,releave,release,relief,release
relief,riylf,milf,relief,relief
remittance,remitens,remixes,residents,remitens
requisition,recocition,recognition,recognition,recognition
requisition,recosution,resolution,resolution,prosecution
requisition,recozition,recognition,recognition,recognition
requisition,recquazation,recquazation,recquazation,recquazation
restaurant,resteruunt,resteruunt,restaurants,restaurant
restaurant,restrount,restraint,restaurants,restraint
rheumatism,hrumitisum,hrumitisum,hrumitisum,hrumitisum
rheumatism,rehmeutism,rehmeutism,rheumatism,rehmeutism
rheumatism,reumheatisim,reumheatisim,reumheatisim,reumheatisim
rheumatism,reumitisiam,reumitisiam,reumitisiam,reumitisiam
rheumatism,rheumtizeum,rheumtizeum,rheumtizeum,rheumtizeum
rheumatism,rhomitisum,rhomitisum,rhomitisum,rhomitisum
rheumatism,rhuemtisum,rhuemtisum,rheumatism,rhuemtisum
rheumatism,roomitisum,roomitisum,roomitisum,roomitisum
rheumatism,ruemitisium,ruemitisium,ruemitisium,ruemitisium
rheumatism,rumatizum,rumatizum,rumatizum,rumatizum
rheumatism,rumetisum,rumetisum,rumetisum,rumetisum
rheumatism,rumitisam,rumitisam,rumitisam,rumitisam
rheumatism,rumitisim,rumitisim,rumitisim,rumitisim
rheumatism,rumitisium,rumitisium,rumitisium,rumitisium
rheumatism,rumitisum,rumitisum,rumitisum,rumitisum
rheumatism,rumitizaim,rumitizaim,rumitizaim,rumitizaim
rheumatism,rumitizium,rumitizium,rumitizium,rumitizium
rheumatism,rumitizm,rumitizm,rumitizm,rumitizm
rheumatism,rummitizem,rummitizem,rummitizem,rummitizem
rheumatism,rumutesuem,rumutesuem,rheumatism,rumutesuem
ridiculous,readicules,ridicules,ridiculous,readicules
ridiculous,redecless,redecless,ridiculous,redecless
ridiculous,redickles,ridicules,ridiculous,reckless
ridiculous,redicouls,redicouls,ridiculous,ridiculous
ridiculous,redicualace,redicualace,ridiculous,redicualace
ridiculous,rediculace,reticulate,ridiculous,ridicule
ridiculous,rediculase,reticulate,rediculase,ridiculous
ridiculous,redikulis,redikulis,ridiculous,ridiculous
ridiculous,reduckulies,reduckulies,ridiculous,reduckulies
ridiculous,reducules,reduces,reducules,ridiculed
ridiculous,riducouls,riducouls,ridiculous,ridiculous
rough,raf,ray,rough,rough
rough,refea,refer,rough,reef
rough,wrove,wrote,love,prove
sacrilegious,sackrelejas,sackrelejas,sackrelejas,sackrelejas
sacrilegious,sacralijous,sacralijous,sacrilegious,sacralijous
sacrilegious,sacroliges,sacroliges,sacroliges,sacroliges
satisfaction,satesfacshen,satesfacshen,satisfaction,satesfacshen
satisfaction,satisfackshen,satisfackshen,satisfaction,satisfaction
satisfaction,satisfuckshon,satisfuckshon,satisfaction,satisfuckshon
satisfactorily,staisfactorally,staisfactorally,satisfactorily,staisfactorally
saucer,cizer,cider,cider,fixer
saucer,sosr,sour,sure,sour
scarcely,sacresiouly,sacresiouly,sacresiouly,sacresiouly
scarcely,secairsly,secairsly,seriously,seriously
scarcely,skersley,kersey,skersley,skersley
schedule,scadual,casual,schedule,scandal
schedule,scadualy,scadualy,schedule,scadualy
schedule,scudial,sundial,schedule,schedule
schedule,scudual,scudual,schedule,schedule
schedule,secdual,sexual,schedule,schedule
schedule,skedual,sexual,schedule,schedule
schedule,skeduel,sequel,schedule,schedule
scissors,saciarres,saciarres,securities,salaries
scissors,sicerse,license,diverse,exercise
scissors,sizers,sizes,scissors,sizers
scrambled,scampeld,sampled,scrambled,scampeld
seesaw,sea_swa,sea_swa,sea _ sea,sea_swa
semi-skilled,semmey_skiled,semmey_skiled,summer _ skiled,semmey_skiled
sensible,senscebul,senscebul,sensible,sensible
signature,syintur,sinter,signature,syintur
similarity,simialirt,simialirt,similarity,similarly
skilfully,skillfel,skillful,skillfel,skillfel
somewhere,sumwer,summer,somewhere,summer
special,sbesll,sell,spell,swell
special,spaisile,spaisile,special,spaisile
special,spasall,seawall,special,special
special,spesle,spell,special,special
special,spesule,pestle,special,special
special,spslie,split,supplies,supplies
specifically,specephicly,specephicly,specifically,specifically
specifically,speciphicly,speciphicly,specifically,specifically
specifically,supacificly,supacificly,specifically,specifically
specimen,sepesaman,sepesaman,spokesman,sepesaman
specimens,spisemans,spisemans,spokesmen,spisemans
spiritual,speartiual,speartiual,spiritual,spiritual
spiritual,spieratually,spiritually,sporadically,spieratually
spiritual,spuritily,spuritily,spiritually,spiritually
stomach,stumeak,steak,stomach,stomach
stomach,stumek,stuck,stomach,stomach
stomach,stumk,stuck,stuck,stuck
stomach,stummec,summer,stomach,stomach
stomach,stumok,stuck,stomach,stomach
stomach,stumuk,stuck,stomach,stomach
stomach,stumuke,stumble,stomach,stomach
strenuous,straines,strains,strained,strained
strenuous,strainuss,strains,strenuous,strainuss
subterranean,spitrainen,spitrainen,spitrainen,spitrainen
subterranean,subbteranain,subbteranain,subterranean,subbteranain
subterranean,subtarainion,subtarainion,subordination,subtarainion
subterranean,subterainin,subterainin,subterranean,subterainin
subterranean,supteranion,supteranion,separation,supteranion
subterranean,suptranon,suptranon,suptranon,suptranon
successful,sacksesful,sacksesful,successful,successful
successful,sucksesfull,sucksesfull,successful,successful
successful,sucsesfle,sucsesfle,successful,successful
successful,suksesfull,suksesfull,successful,successful
successful,suxsefal,suxsefal,successful,successful
sufficient,sefisent,sediment,dissident,sediment
sufficient,sufisant,sufisant,sufisant,sufficient
suitable,sotaboll,sotaboll,suitable,sotaboll
suitable,sotabul,sotabul,suitable,suitable
suitable,sotoboll,sotoboll,suitable,sotoboll
suitable,suetebull,suetebull,suitable,suitable
suitable,sutball,softball,football,softball
suitable,suteaboule,suteaboule,suteaboule,suteaboule
suitable,sutebul,sutebul,suitable,suitable
supplement,suplimante,sublimate,supplement,supplements
surface,serfes,series,surface,surface
surface,serffes,series,surface,serffes
surface,serfies,series,surface,series
surface,serfis,serfs,surface,serfis
surface,serfiss,series,surface,serious
surface,serfuss,strauss,surface,serfuss
surface,servecy,servery,service,secrecy
surface,serves,serves,services,serves
surface,servese,serves,serves,serves
surface,servise,service,service,service
surface,sirfis,iris,surface,sirfis
surface,sorfes,sores,surface,forces
surface,sorfess,stress,surface,sorfess
surface,srfeise,srfeise,surface,srfeise
surplus,cerplass,cerplass,cerplass,cerplass
surplus,cirplace,fireplace,surplus,airplane
surplus,cirplese,circles,cirplese,cirplese
surplus,cirpuls,circus,surplus,cirpuls
surplus,serpalce,serpalce,purpose,surplus
surplus,serplace,replace,surplus,workplace
surplus,serplece,surplice,surplus,surplus
surplus,serplice,surplice,surplus,surprise
surplus,serpulse,repulse,serpulse,serpulse
surplus,sirplace,fireplace,surplus,surprise
surplus,surpliace,surplice,surprise,surplus
surrounded,serended,serenaded,suspended,surrendered
surrounded,sranded,branded,stranded,stranded
suspicion,susipession,suspension,suspicion,suspicion
symmetry,cemitary,cemetery,cemitary,cemitary
symmetry,cemitry,chemistry,chemistry,chemistry
symmetry,cimatree,cimatree,cemetery,committee
symmetry,cimatry,cimatry,commentary,chemistry
symmetry,cimetery,cemetery,symmetry,chemistry
symmetry,cimitry,mimicry,community,community
symmetry,cymitery,cemetery,community,cymitery
symmetry,semetrie,semetrie,symmetries,semetrie
symmetry,semitary,seminary,sanitary,semitary
symmetry,semtrey,sentry,cemetery,extreme
symmetry,simatree,simatree,children,simatree
symmetry,simitary,simitar,symmetry,military
symmetry,simitery,limiter,symmetry,symmetry
symmetry,simitray,simitar,symmetry,similarity
symmetry,simtary,summary,symmetry,military
symmetry,simutr,smut,symmetry,similar
taken,tookony,tookony,taken,taken
technical,tackneccal,tackneccal,technical,technical
technical,tacnicle,tactile,technical,tangible
technical,taknickel,taknickel,taknickel,taknickel
technical,taqneical,taqneical,technical,technical
technical,techniquely,techniques,technically,technically
technical,tecnacle,tentacle,technical,tecnacle
technical,tecnecle,tecnecle,technical,tecnecle
technical,ticknickle,ticknickle,technical,ticknickle
temperature,temparter,tempter,temperature,temperature
temperature,tempreter,tempter,temperature,temperature
temperature,tempriter,tempter,tempriter,temperature
temperature,temproter,tempter,temproter,temperature
temporarily,temperrarially,temperrarially,temporarily,temporarily
toboggan,tabbogon,tabbogon,tabbogon,tabbogon
toboggan,tobacon,tobacco,tobacco,tobacco
tonnage,tuneouge,tuneouge,tuneouge,tuneouge
tracksuit,treksot,treason,treksot,treason
traffic,traveck,travel,traffic,traffic
traffic,trofek,trek,traffic,traffic
tragedy,trodgity,trodgity,tragedy,tragedy
transferred,transsfherd,transsfherd,transferred,transsfherd
trial-run,tarl_ran,tarl_ran,tarl _ ran,tarl_ran
trial-run,trail_ran,trail_ran,trail _ ran,trail
unanimous,unoniums,unoniums,unoniums,unoniums
unforgettable,anforgetabul,anforgetabul,unforgettable,anforgetabul
unfortunate,infortant,informant,unfortunate,informant
unfortunately,unfortintilly,unfortintilly,unfortunately,unfortunately
unfortunately,unfortuantally,unfortuantally,unfortunately,unfortunately
unfortunately,unfortuantley,unfortunately,unfortunately,unfortunately
unnecessarily,unessasarily,unessasarily,unnecessarily,unnecessarily
unusually,unuasley,unuasley,unusually,unusually
use,yowes,owes,use,use
used,youst,oust,used,used
usually,yousel,housel,usually,yourself
vacancies,vaccounces,vaccounces,vaccounces,vaccines
valley,fal,al,fall,fall
various,vereas,areas,various,vereas
various,veres,verse,various,very
various,veriusse,veriusse,because,veriusse
various,verreas,overseas,various,verreas
various,verress,verses,various,verress
various,veryass,overpass,various,veryass
vegetables,vegdaballs,vegdaballs,vegetables,vegdaballs
verruca,varooka,bazooka,varooka,varooka
viewed,feade,fade,dreaded,faade
viewed,foued,found,food,found
viewed,fued,fund,fixed,found
viewed,fuid,fund,fluid,found
viewed,voad,road,road,road
viewed,vod,god,food,food
virtues,verteous,virtuous,virtuous,virtuous
virtues,vertious,various,virtuous,virtuous
walkie-talkie,walky-talky,walky-talky,walky - talky,walked - talk
wrote,rouht,rout,wrote,rough
