correct_spelling,wrong_spelling
mouth,moth
moved,move
moving,move
much,march
much,mush
much,must
mud,bath
mud,mad
mud,made
mud,mant
mud,mead
mud,men
mud,mend
mud,mum
mud,mun
mud,mund
museum,measure
museum,mesem
museum,muff
must,mas
must,mast
must,most
must,mote
must,mush
must,was
must,wont
mustn't,must
mustn't,mustnt
mutual,mutually
mutual,mutule
mutual,neutral
my,by
my,ma
my,may
my,me
my,mi
my,ne
my,yoy
my_way,may
mystery,misery
mystery,mister
mystery,mistry
mystery,mysterious
name,mane
name,nam
name,noun
named,name
namely,mainly
names,manes
names,name
nap,map
nature,m
naughty,naught
neat,net
necessarily,necessary
necessarily,necessity
neck,mack
neck,nak
neck,naker
neck,nest
neck,nice
needed,need
negotiations,negotiation
neighbour,neighbor
nerve,her
nest,nast
never,nef
never,nese
never,nether
never,neve
new,knew
new,mew
new,naw
new,now
next,nest
nice,mice
nice,needs
nickel,nickle
night,nit
no,know
no,on
noise,nose
noisy,nice
noisy,noise
noisy,nose
noisy,noser
noisy,nosey
noisy,nosing
noisy,nosy
noisy,not
noisy,sea
none,non
noon,non
not,hot
not,knot
not,mot
not,nat
not,no
not,non
not,on
not,out
notable,notably
note,not
noughts,nought
now,hero
now,know
now,mor
now,no
now,own
nut,not
o'clock,clock
o'clock,oclock
objection,abjection
observe,obi
obtained,obtain
occasionally,occasional
of,for
of,from
of,oaf
of,off
of,on
of,or
of,with
of_course,core
of_course,corse
of_course,of
off,of
off,on
offence,offense
often,ofter
often,oven
oh,o
on,an
on,and
on,in
on,no
on,of
on,ons
on_to,onto
once,one
one,and
one,last
one,on
one,won
one,wun
ones,one
opened,append
opened,good
opened,old
opened,on
opened,ona
opened,open
opportunities,opportunity
oppose,appose
opposite,bet
opposite,by
opposite,near
opposite,opposit
or,al
or,all
or,are
or,of
or,ore
or,os
or,our
orange,orang
orchestra,orchester
orchestra,orchestre
order,od
ordinarily,ordinally
ordinarily,ordinar
ordinarily,ordinary
ordinarily,originally
organisms,ar
organisms,organism
original,original
originally,ordinally
originally,ordinarily
originally,original
originally,originality
originally,regularly
other,have
other,hiver
other,otter
other,over
others,other
ought,out
our,a
our,aer
our,and
our,ar
our,are
our,aw
our,horn
our,hour
our,how
our,hoy
our,my
our,oar
our,of
our,or
our,out
our,owe
our,ower
our,own
our,ure
out,of
out,ut
outings,out
over,aver
over,ower
own,o
own,on
own,one
own,oner
own,our
own,out
own,owe
own,run
owner,oner
paid,payed
pail,pale
pain,pane
paint,pant
painting,panting
pair,pear
palace,place
pamphlets,pamphlet
pan,pen
parents,parent
part,pard
partial,parcel
partial,parchable
particular,better
particular,particular
particular,particularly
particular,perine
passed,past
paste,past
pastor,paster
pasture,paster
pat,pate
patent,patient
patronage,part
paw,pow
payment,pament
peace,pice
peach,pech
pear,pair
pear,pare
peas,pes
peculiar,be
peculiar,pea
peculiar,plant
peculiar,plower
peculiar,pur
peep,pep
pen,pan
pencilled,penciled
peninsula,peninsular
people,pepo
people,po
perceive,previous
perform,preform
permanent,brent
permanent,permeant
personality,personalty
personalty,personality
persons,person
pet,pat
phase,face
phase,facer
phase,faith
phase,faze
phase,phases
phase,phasis
phase,phrase
phase,please
phase,saved
philosophy,philosopher
philosophy,phos
philosophy,physiology
philosophy,velocity
phone,thone
phoned,phone
photography,photograph
phrase,fraze
physician,position
picked,pick
picked,pict
picked,piked
picking,piking
picnic,picknick
picnic,pinic
picture,pitcher
picturesque,picture
pieces,piece
piercing,piecing
pile,pill
pilot,plate
pilot,poil
pilot,polt
pilot's,palet
pilot's,pilot
pilot's,polt
pilot's,poter
pine,pin
pinnacle,pina
pinnacle,pinacle
pinned,pined
pipe,pip
pipe,piper
pitch,pice
pitcher,picture
place,plaice
plain,plan
plain,plane
plan,blan
plan,cap
plan,hant
plan,lan
plan,pain
plan,pam
plan,pan
plan,pane
plan,panel
plan,pick
plan,pint
plan,plain
plan,plane
plan,rare
plane,plain
planets,plant
plant,plat
planted,plated
plastic,platic
plate,blate
plate,plat
play,paly
play,pay
played,paly
played,play
playing,play
pneumonia,ammonia
pneumonia,nomina
pneumonia,remote
pockets,pac
pockets,page
pockets,pocket
pockets,poss
poem,pome
poems,poem
poems,poet
poems,pome
poems,pontes
poetry,poach
poetry,pome
poetry,pontes
poetry,porty
poetry,poter
poetry,poultry
point,pont
pole,poll
pond,pand
pond,pod
pony,pone
pool,pole
porch,parch
possess,pose
possess,posse
possible,possibly
possibly,possible
post,past
posts,post
pot,pat
potatoes,potato
potatoes,pottage
pound,pond
pounds,pound
pour,pore
powder,power
power,pour
practical,pa
practices,prat
practise,practice
practised,practiced
prayer,pray
precision,posing
precision,position
precision,prescission
precision,pression
precision,prison
predictable,predicable
prefects,prefect
prefer,prof
preferred,prefer
prejudice,predication
prejudice,predict
prejudice,predigest
prejudice,prejudiced
president's,presentence
president's,presidence
president's,president
pretend,portend
pretend,portent
pretend,pretended
pretend,protend
preventive,preventative
pride,pried
primary,prim
primary,primal
principal,principle
principle,principal
principles,principle
prior,briar
prior,briery
prior,choir
prior,crier
prior,frier
prior,pair
prior,pier
prior,preyer
prior,prier
prior,pryer
prior,trial
priorities,priority
privilege,privileged
prize,prizer
probability,prop
probably,b
problem,polt
problem,pone
problem,probe
problems,problem
procedure,proceeder
procedure,procure
program,program
prologue,prolong
prone,prove
proof,prove
proper,propper
prophecy,prophesy
psychology,phycology
psychology,physiology
public,b
pull,pall
pump,pomp
pure,pur
purple,papal
purple,pulper
purple,pupil
purple,red
purse,perse
put,but
put,pot
put,pull
puzzles,puzzle
quart,quat
queer,quire
questionnaire,questionary
questionnaire,questioner
quick,quite
quiet,quite
quit,quite
quite,quiet
quite,quit
quote,quot
race,rase
rack,rake
rack,wrack
radical,rap
rain,ran
rain,rane
raincoat,cot
rained,rand
raise,rase
rake,rack
ran,run
rang,ring
rat,ret
rather,raver
rating,grading
rating,grating
rating,racking
rating,raking
rating,ration
rating,waiting
rating,wrecking
rating,writing
raw,row
reach,rich
reached,reach
read,red
read,reed
read,rend
ready,reader
ready,rede
real,reel
reality,rel
really,real
really,reel
really,relay
really,rely
really,rilly
reasonably,reasonable
reasons,ree
rec,rect
rec,wreck
receipt,recept
receipt,recite
receipt,reseat
receipt,reset
receipts,receipt
receipts,recept
receiver,received
receiver,resever
recent,resent
recently,resent
reckon,brecken
reckon,recoin
reckon,recon
reckon,record
recognition,recognize
recognition,recommission
recommend,commend
recommend,recommand
recommend,recommendation
recommendations,recommendation
recommendations,twenty
recommended,recommend
recommending,recommend
recur,reoccur
red,rad
referred,preferred
referred,refer
refreshment,refreshment
refrigerator,refrigerate
refund,refound
regained,cant
regained,raid
regained,rand
regained,regain
regained,regent
regained,right
regained,rog
regard,reguard
region,range
region,rant
region,reach
region,reg
region,regent
region,regin
region,regur
reign,rein
rejoined,reg
relaxed,relax
relief,filth
relief,relieve
relief,relive
remember,min
remember,remend
remember,render
remembrance,remember
remittance,remittence
removed,ram
removed,re
removed,ream
removed,remord
removed,remove
removed,remover
removed,rend
removed,rud
render,rander
repairs,repair
repairs,repent
representatives,representative
requesting,racing
requesting,resing
requesting,resting
requirement,ret
requisition,recognition
requisition,recreation
requisition,repetition
requisition,reposition
research,rea
researchers,rea
resource,recourse
restaurant,restant
resting,resing
results,result
review,revue
reward,reword
rice,rise
rich,rick
rid,red
ride,rid
right,rite
right,write
ripe,rip
rise,raise
rises,re
river,rever
rivers,revers
road,raid
road,rode
road,roud
roar,raw
rob,rab
rob,robe
robin,robbin
rock,roke
rod,rode
rode,rod
romantic,rheumatic
romantic,romance
room,roon
rooster,roaster
rooster,roster
roses,ross
rota,rote
rough,raft
rough,rath
rough,routh
rough,ruff
round,aroid
round,around
round,rod
round,roid
round,rond
round,roud
rounders,rounder
route,rout
row,roe
rub,rob
rude,rood
rude,roud
rug,rag
rug,rog
ruin,ruen
ruin,rune
rumour,rummer
run,ran
run,wand
runner,runer
running,run
rural,roral
sack,sac
sack,sake
sad,sade
safe,gaff
safe,saft
safe,saron
safe,sat
safe,sate
safe,sauf
safe,save
safe,saved
safe,set
safe,sick
said,sad
said,sent
said,side
said,sind
said,z
sail,sale
sailor,sailer
sake,sack
sale,sail
salesman,sailsman
salt,slat
same,sam
same,sane
sand,sant
sang,sing
sang,song
sank,cank
sank,duck
sank,sack
sank,sacked
sank,sad
sank,sake
sank,san
sank,sanct
sank,sane
sank,sang
sank,sant
sank,sat
sank,sec
sank,sow
sank,sunk
sat,set
satisfaction,soam
satisfactorily,satisfactory
saucer,sari
saucer,scare
saucer,sorcer
saucer,sou
saucer,souser
save,safe
saw,look
saw,sa
saw,san
saw,saur
saw,seer
saw,sew
saw,sing
saw,so
saw,sore
saw,sot
saw,sow
saw,sown
saw,was
say,said
saying,sain
scandal,sandal
scandal,scantle
scar,scare
scarcely,rely
scarcely,scaly
scarcely,scare
scarcely,scary
scarcely,sele
scarcely,stake
scare,saum
scare,scar
scare,scur
scare,sear
scare,skair
scare,sker
scare,skey
scared,scarred
scatty,scanty
scene,seen
schedule,secure
scheduled,schedule
schemes,cense
schemes,seme
schemes,semese
schemes,semi
schemes,steam
school,shool
schools,school
science,scient
science,se
sciences,se
scientific,st
scientists,scientist
scissors,scissor
scout,skout
scrambled,cable
scrambled,chack
scrambled,scan
scrambled,scrabbled
scrambled,scramble
scrap,scarp
scraping,scarping
scraping,scrape
scraping,scrapping
scraping,shaping
scruff,scruf
sea,see
seal,seel
searched,sab
searched,sacked
searched,sad
searched,sade
searched,sart
searched,sat
searched,say
searched,search
searched,sech
searched,sert
searched,stert
seasons,season
seat,set
seat,site
second,secund
secretary's,secretary
sections,section
see,se
seeing,see
seeing,seen
seek,seak
seem,mem
seem,sam
seem,same
seem,san
seem,sea
seem,seam
seem,seen
seem,seep
seem,seme
seem,shim
seem,sime
seemed,seem
seemed,seen
seems,seem
seen,see
seen,sen
seize,cease
seized,seize
seized,sized
send,sand
sense,sence
sensible,sensable
sent,sant
sent,send
series,serious
set,sat
settled,settle
seventh,seven
severe,sever
severe,severe
sew,so
sew,sow
sewing,sowing
shade,sade
shade,shad
shaggy,sack
shaggy,sag
shaggy,sage
shaggy,saggy
shaggy,sagy
shaggy,sang
shaggy,shab
shaggy,shabby
shaggy,shagged
shaggy,shake
shaggy,shaky
shaggy,shape
shaggy,shard
shaggy,shay
shaggy,shog
shaggy,shucking
shaggy,sker
shaggy,snab
shake,shack
shall,shale
shape,sap
shape,saple
shape,saw
shape,scap
shape,shame
shape,shap
shape,sharp
share,shear
she,see
she,the
shed,shad
sheds,shed
sheep,seep
sheet,sheat
shell,shall
shield,sheld
shillings,shilling
shine,shin
shining,shinning
ship,hep
ship,shap
ship,shop
ship,shot
ship,sip
ship,sipe
ship,sish
shoe,shou
shook,shock
shoot,shot
shop,shap
shore,shor
short,shot
short,sort
shorts,short
shot,shat
should,could
should,hard
should,sa
should,sad
should,sade
should,sand
should,shap
should,shed
should,shod
should,shode
should,shood
should,shored
should,show
should,sing
should,site
should,sob
should,sod
should,stod
should,stood
should,stud
should,surd
show,sho
show,sow
showed,shod
showing,sowing
shown,c
shown,shone
shown,show
shut,shat
shut,shot
side,se
sight,sat
sight,seit
sight,set
sight,side
sight,singh
sight,sis
sight,sit
sight,site
sight,stint
sign,sion
signature,sigher
signature,signer
signature,sin
signed,singed
silver,siver
silver,sliver
similar,simular
sin,sen
sin,sine
sing,song
sink,sick
sir,ser
sit,che
sit,sat
sit,seat
sit,sent
sit,set
sit,sist
sit,site
sit,sot
situations,situation
six,sex
sixth,six
size,sise
sizeable,sizable
skate,skat
skilfully,sech
skilfully,skillful
skilfully,skillfully
skilfully,skilly
skilfully,soft
skip,skep
skull,scull
sled,slad
sleeve,sleave
sleigh,slay
slid,slided
slide,slid
slight,slite
slimmer,slimer
sloping,slopping
smell,small
smell,smelt
smoke,smock
snow,sow
snowing,showing
so,said
so,san
so,sane
so,sat
so,saw
so,slow
so,soe
so,sol
so,some
so,sow
so,sung
soak,soke
soap,sope
socks,sock
soft,saft
soil,sole
sole,soul
solemn,psalm
solemn,salmon
solemn,solid
solemn,solon
solemn,solum
solemn,sullen
solving,soli
some,same
some,sane
some,so
some_day,someday
some_time,sometime
sometimes,sometime
son,sun
sons,son
sons,soon
sons,sun
soon,son
sore,saw
sorry,sory
sort,sorted
sort,sot
sort,sought
sought,sort
soul,sole
sound,noise
sound,sad
sound,sade
sound,sand
sound,sanded
sound,sank
sound,send
sound,shale
sound,sod
sound,son
sound,sond
sound,song
sound,soud
sound,stay
sound,stead
soup,sup
source,sauce
south,self
southern,sam
southern,souther
southern,stubborn
southern,sudden
sow,sew
spa,spar
spacecraft,sher
spade,spad
spare,his
spare,score
spare,ser
spare,shaper
spare,share
spare,spar
spare,spear
speak,speck
spear,speer
special,real
special,sech
special,sola
special,space
special,spall
special,speal
special,special
special,spell
special,spical
special,wist
specialize,special
specific,pacific
specifically,pacifical
specifically,pacifically
specifically,specific
specifically,specificly
specifically,specify
specimens,specimen
spent,spend
spinning,sapping
spinning,sin
spinning,skinning
spinning,spang
spinning,spin
spirit,spirt
spiritual,spherical
spiritual,spiritually
spiritual,spirt
spirituous,spiritous
spit,spite
splendid,pled
splendid,remarkable
splendid,spader
splendid,spend
splendid,splender
splendid,splet
splendid,spread
split,spilt
spoke,spook
spoons,spoon
sport,short
sport,spot
spot,shot
spot,spat
spot,sport
spot,spout
spot,stop
sprained,sprad
stack,stake
stage,shag
stage,stag
stair,star
stair,stare
stake,stack
stake,steak
stalk,stork
stamp,stap
stand,sand
standing,sanding
star,stare
stare,stair
stars,sart
stars,sharn
stars,sier
stars,sots
stars,stare
stars,strue
start,stab
started,start
starting,staring
starve,stave
station,starch
stationary,stationery
stationery,stationary
statistics,statics
statistics,statistic
statistics,status
stay,sart
stayed,stade
stayed,stay
steal,steel
stealing,stelling
steam,stem
steel,steal
steep,step
step,stap
stick,skite
stiff,stife
sting,steng
stitch,stich
stock,stark
stole,stull
stolen,stern
stolen,stollen
stomach,bel
stomach,stoma
stomach,stomach
stomach,strom
stomach,stum
stomach,stumer
stomach,stunk
stood,stod
stop,shop
stop,stap
stopping,stoping
storey,story
stories,story
storm,strom
story,sorry
story,sorty
story,sory
story,stare
story,stary
story,store
straight,strait
straighten,straiten
strange,strang
straw,strow
street,seat
street,st
street,state
street,steer
street,stir
street,stret
street,sweet
strict,strick
strike,strick
string,sting
struggle,stra
stuff,stof
stump,stomp
style,stile
subjects,subject
succeed,success
sufficiently,sufficiency
suit,suite
suitable,stewable
suitable,suable
suits,salt
suits,shirt
suits,soot
suits,suit
suits,suite
suits,sune
sum,some
sums,sum
sun,san
sun,son
sunk,sonk
supper,super
supplement,such
supplies,supply
supports,support
supposed,suppose
sure,cart
sure,chore
sure,sam
sure,sar
sure,sare
sure,saw
sure,sham
sure,share
sure,shaw
sure,sher
sure,shoe
sure,shone
sure,shoor
sure,shor
sure,shore
sure,shorer
sure,shou
sure,show
sure,shure
sure,sore
sure,sou
sure,sour
sure,sow
sure,stean
sure,sue
sure,thar
surely,surly
surface,cased
surface,safe
surface,send
surface,service
surface,shaved
surface,sift
surface,sitter
surface,surf
surrounded,seron
surrounded,sodded
surrounded,surround
suspicion,suspicious
swamp,swap
swear,sware
sweep,swep
sweets,sweet
swimming,swim
swing,suing
sword,soord
sympathetic,sympathy
sympathetic,symphytic
sympathetic,systematic
tables,table
tail,tale
tail,tall
take,tack
take,talk
take,teck
taken,take
taken,takin
taken,taking
taken,token
takes,tack
taking,takin
tale,tail
talk,take
talk,toke
talked,talk
talking,taking
tall,toll
tame,tam
tan,tain
tan,tane
tankard,tanker
tar,tare
taught,tort
taught,tought
tea,tae
tea,tee
teach,tech
teacher,teach
teacher,teather
teacher,tocher
teachers,teacher
teachers,treacher
team,teem
team,term
tear,tare
teeth,teth
telephoned,telephone
tell,tall
temporarily,temporally
temporarily,temporary
temporary,temperance
temporary,tempery
temporary,temporally
temporary,temporarily
ten,tan
tennis,tenne
tenth,tent
term,turm
terribly,terrible
tests,test
than,that
than,then
thank,think
thanking,thinking
that,and
that,at
that,but
that,hart
that,hat
that,net
that,tat
that,than
that,the
that,theat
that,to
that,vat
that's,that
the,I
the,a
the,an
the,my
the,t
the,th
the,that
the,thee
the,these
the,they
the,tie
the,to
the,tu
their,the
their,there
their,these
their,they
them,the
them,then
them,there
then,than
then,the
then,them
there,th
there,thar
there,the
there,their
there,theres
there,they
there,theyre
there,thir
there's,theirs
therefore,therefor
these,the
these,there
these,theres
these,this
they,thar
they,that
they,the
they,their
they,there
they,thir
they,thy
they'll,their
they're,the
they're,their
they're,there
thin,fen
thin,fib
thin,fin
thin,fine
thin,rune
thin,sin
thin,than
thin,the
thin,then
thin,thine
thin,tin
thin,tine
thin,tint
thing,then
thing,thin
thing,ting
things,thing
things,think
think,thick
think,thing
think,tink
third,their
this,thus
thorough,furrow
thorough,thoro
thorough,thoroughly
thorough,though
thorough,thro
thorough,through
thorough,throw
thoroughly,thoughty
thoroughly,vacancy
though,tho
though,thou
though,thow
though,through
thought,that
thought,though
thoughts,thought
three,thee
three,there
three,tree
threw,through
threw,throw
through,tho
through,threw
through,throw
throw,thow
throw,through
thrown,throne
tidying,tiding
tied,fried
tied,tad
tied,tib
tied,tid
tied,tide
tied,tided
tied,tie
tied,tind
tied,tired
tied,tried
tig,tige
tight,tite
till,tell
till,tile
time,tame
time,tine
times,time
timid,timed
tin,ten
tiny,tine
tire,tier
tired,tiered
tired,tried
title,tittle
to,of
to,th
to,the
to,too
to,tow
to,two
toad,toed
toast,tost
toe,tow
told,to
told,toll
ton,tun
tongue,tun
tongue,tund
tonnage,punish
tonnage,tunish
too,to
too,two
took,look
took,take
took,toke
took,tuck
tool,tol
tooth,tuth
top,tap
tore,tor
torn,tourn
torn,tron
torn,turn
touched,tache
touched,tosh
touched,tost
touched,touch
touched,tush
tough,tuff
tournament,hermit
tournament,turment
town,tower
toys,toy
traffic,tale
traffic,taraf
traffic,tate
traffic,track
traffic,traik
train,tarn
train,trame
train,trine
training,tarin
training,train
training,trying
tramp,trap
tranquility,tranquillity
tranquillity,tranquility
transferred,transfer
travelled,traveled
travelling,traveling
tree,tee
trees,tress
trial,trail
trial-run,run
trial-run,trail
trial-run,tried
trip,trim
trip,tripe
tripped,trip
triumph,trail
triumph,triumphant
triumph,trumph
trolley,trolly
trotting,tain
trotting,tate
trotting,there
trotting,tor
trotting,totting
trotting,trot
trousers,trouse
trout,trot
true,trow
truth,troth
try,tine
try,tri
tub,tab
tube,tub
turn,trun
turned,tain
turned,take
turned,tank
turned,teart
turned,tend
turned,tining
turned,tit
turned,tod
turned,tode
turned,ton
turned,trend
turned,tund
turned,tuned
turned,turd
turned,turn
turnip,turnup
two,to
two,too
two,tow
two,wot
type,tap
type,tape
type,tight
type,time
type,tip
type,tipe
type,top
type,tope
type,tyre
unanimous,anonymous
understand,understain
understand,understood
undoubtedly,undoubtable
undoubtedly,undoubtably
undoubtedly,undoubted
unemployed,un
unemployed,unemploy
unemployed,unemployed
unemployed,uneyed
unemployed,unpalled
unequalled,unequaled
unexpected,inexpected
unexpected,unexcepted
unforgettable,unforgeable
unforgettable,unforget
unforgettable,unforgetful
unfortunate,unfortune
unfortunately,unfortunate
uniform,unform
unparalleled,unparallel
until,untill
unusually,unusual
unusually,usually
us,a
us,as
us,use
use,used
used,us
used,use
used,ust
used,you
used_to,you
usual,usually
utmost,upmost
vacancies,vacancy
vacancy,vacant
vacancy,vagrancy
vagabond,gad
vagabond,vag
vagabond,van
vague,vage
vain,vane
valley,vale
valley,vary
van,can
van,fan
van,vane
van,vend
various,varus
various,verst
varnish,vanish
vehicles,w
ventilated,dentilated
ventilated,ventilate
very,an
very,veri
very,wint
vice,vise
viewed,ford
viewed,fused
viewed,new
viewed,vowed
violence,vine
violence,violent
violence,violin
virtue,virtu
virtues,virtue
visible,visitable
visit,visite
visited,visit
visited,visitor
visited,wist
vote,voet
voucher,boucher
voucher,vulture
vulgar,boulder
vulgar,vulgare
waist,wast
waist,waste
wait,want
walk,wake
walk,work
walked,wake
walked,walk
walked,wart
walked,worked
walked,wort
walking,waking
walking,wark
walking,week
walking,wilk
walking,working
walking,wound
walks,walk
wander,wonder
want,went
want,what
wanted,had
wanted,wan
wanted,want
wanted,wat
wanted,wend
wanted,wont
wanted,wonted
warm,worm
wary,weary
was,his
was,saw
was,some
was,wan
was,wase
was,way
was,we
waste,waist
watched,watch
way,wa
way,wye
ways,was
ways,way
we,be
we,wee
we,weed
we,wen
we,were
we,wey
we,when
we,wot
we,you
we're,where
weak,week
wear,war
wear,ware
wear,were
wear,where
wearing,wa
wearing,weary
weather,wether
weather,whether
weather,whetter
weave,weve
weed,wed
week,weak
week's,week
weekly,weakly
weeks,week
weighed,weighted
well,wall
well,will
well_as,will
went,want
went,wen
went,wend
went,when
went,wot
were,here
were,waer
were,wain
were,war
were,was
were,we
were,wear
were,went
were,wer
were,wey
were,where
were,whey
were,whir
were,why
were,wont
were,wore
were,wur
were,yer
weren't,werent
west,wast
what,wait
what,want
what,wat
what,who
what,with
what,wot
what,wote
wheel,weel
when,wane
when,want
when,we
when,wen
when,wene
when,went
when,whan
when,where
when,whet
when,will
when,wine
where,there
where,war
where,ware
where,wart
where,we
where,wear
where,wee
where,wer
where,were
where,wet
where,wir
where,with
whereby,were
whether,weather
whether,wether
which,wick
which,witch
which,with
which,withe
which,wo
while,wile
while,will
whistling,welt
whistling,west
whistling,whirling
whistling,whiting
whistling,whizzing
whistling,wind
whistling,wing
white,wite
who,dae
who,her
who,ho
who,hole
who,hot
who,hour
who,how
who,our
who,ow
who,owe
who,thow
who,want
who,why
who,wo
who,wow
whole,hole
wholly,holy
whose,hose
why,way
why,wy
why,yoy
wide,wa
wide,wid
width,with
wild,wile
will,ill
will,well
will,with
will,wull
willing,welling
win,wen
win,wind
wind,wid
wind,win
winter,window
wire,wirer
wish,whish
wish,wis
wished,wisht
wishes,wis
wishes,wish
wishes,wisher
wishes,wiss
wishes,wist
witch,which
with,in
with,the
with,we
with,went
with,what
with,when
with,whin
with,whit
with,will
with,wint
with,wis
with,wit
with,wite
with,withe
with,wive
wither,whither
without,with
woke,rock
woke,wake
woke,wark
woke,wick
woke,work
women,wame
women,wem
women,wim
women,wime
women,wine
women,woman
women,wonder
women,wone
won,one
won,wone
wonder,think
wonder,wander
wonder,wed
wonder,what
wonder,worder
wonder,wore
wonder,wound
wonder,wounder
wonder,wud
wood,wod
woollen,woolen
word,ward
word,wood
words,word
wore,war
work,wark
work,woke
work,worked
worked,work
workers,work
works,work
world,wold
world,word
world,would
world's,world
worn,warn
worse,worst
worship,warship
worst,wart
worst,worse
would,ward
would,wed
would,were
would,wet
would,whort
would,wob
would,wod
would,wold
would,wood
wrap,rap
wreck,reck
wrist,rist
write,right
write,rite
write,wire
writer,writter
wrong,long
wrong,rog
wrong,wrang
wrote,read
wrote,rot
wrote,rote
wrote,rout
wrote,route
wrote,wart
wrote,worth
wrote,wote
wrote,writ
wrote,write
yard,yerd
year,yea
year,yer
years,year
yes,yas
yet,yat
you,na
you,w
you,yo
you,your
you,yow
you,yoy
you'll,your
you're,your
young,lar
young,your
your,ore
your,ure
your,yer
your,yere
your,yor
your,yore
your,you
your,young
